"ASIN","Title","Price","Item_url","Prime","Pictures_list","URL"
"B010N3JLPS","S.H.フィギュアーツ スーパーサイヤ人孫悟空 超戦士覚醒Ver. 約160mm ABS&PVC製 塗装済み可動フィギュア","￥ 5,144","https://www.amazon.co.jphttps://www.amazon.co.jp/S-H-%E3%83%95%E3%82%A3%E3%82%AE%E3%83%A5%E3%82%A2%E3%83%BC%E3%83%84-%E3%82%B9%E3%83%BC%E3%83%91%E3%83%BC%E3%82%B5%E3%82%A4%E3%83%A4%E4%BA%BA%E5%AD%AB%E6%82%9F%E7%A9%BA-%E8%B6%85%E6%88%A6%E5%A3%AB%E8%A6%9A%E9%86%92Ver-%E7%B4%84160mm-%E5%A1%97%E8%A3%85%E6%B8%88%E3%81%BF%E5%8F%AF%E5%8B%95%E3%83%95%E3%82%A3%E3%82%AE%E3%83%A5%E3%82%A2/dp/B010N3JLPS/ref=sr_1_23/355-2805812-2436840?ie=UTF8&qid=1552485546&sr=8-23&keywords=%E3%83%89%E3%83%A9%E3%82%B4%E3%83%B3%E3%83%9C%E3%83%BC%E3%83%AB+%E3%83%95%E3%82%A3%E3%82%AE%E3%83%A5%E3%82%A2","prime","['https://images-fe.ssl-images-amazon.com/images/I/41E11Fvf97L._AC_US200_.jpg,1x,,https://images-fe.ssl-images-amazon.com/images/I/41E11Fvf97L._AC_US300_QL65_.jpg,1.5x,,https://images-fe.ssl-images-amazon.com/images/I/41E11Fvf97L._AC_US400_QL65_.jpg,2x,,https://images-fe.ssl-images-amazon.com/images/I/41E11Fvf97L._AC_US500_QL65_.jpg,2.5000x']","https://www.amazon.co.jp/s/ref=nb_sb_ss_i_1_8?__mk_ja_JP=%E3%82%AB%E3%82%BF%E3%82%AB%E3%83%8A&url=search-alias%3Daps&field-keywords=%E3%83%89%E3%83%A9%E3%82%B4%E3%83%B3%E3%83%9C%E3%83%BC%E3%83%AB+%E3%83%95%E3%82%A3%E3%82%AE%E3%83%A5%E3%82%A2&sprefix=%E3%83%89%E3%83%A9%E3%82%B4%E3%83%B3%E3%83%9C%E3%83%BC%E3%83%AB%E3%80%80%2Caps%2C257&crid=WEGOD18PSAMO"
"B076VLY621","ドラゴンボールZ　BANPRESTO WORLD FIGURE COLOSSEUM 造形天下一武道会 其之一 【超サイヤ人孫悟空 通常カラーver.】 バンプレスト プライズ","￥ 2,400","https://www.amazon.co.jphttps://www.amazon.co.jp/%E3%83%89%E3%83%A9%E3%82%B4%E3%83%B3%E3%83%9C%E3%83%BC%E3%83%ABZ-BANPRESTO-COLOSSEUM-%E3%80%90%E8%B6%85%E3%82%B5%E3%82%A4%E3%83%A4%E4%BA%BA%E5%AD%AB%E6%82%9F%E7%A9%BA-%E9%80%9A%E5%B8%B8%E3%82%AB%E3%83%A9%E3%83%BCver-%E3%80%91-%E3%83%90%E3%83%B3%E3%83%97%E3%83%AC%E3%82%B9%E3%83%88/dp/B076VLY621/ref=sr_1_24/355-2805812-2436840?ie=UTF8&qid=1552485546&sr=8-24&keywords=%E3%83%89%E3%83%A9%E3%82%B4%E3%83%B3%E3%83%9C%E3%83%BC%E3%83%AB+%E3%83%95%E3%82%A3%E3%82%AE%E3%83%A5%E3%82%A2","prime","['https://images-fe.ssl-images-amazon.com/images/I/418tWHtsw7L._AC_US200_.jpg,1x,,https://images-fe.ssl-images-amazon.com/images/I/418tWHtsw7L._AC_US300_QL65_.jpg,1.5x,,https://images-fe.ssl-images-amazon.com/images/I/418tWHtsw7L._AC_US400_QL65_.jpg,2x,,https://images-fe.ssl-images-amazon.com/images/I/418tWHtsw7L._AC_US500_QL65_.jpg,2.5000x']","https://www.amazon.co.jp/s/ref=nb_sb_ss_i_1_8?__mk_ja_JP=%E3%82%AB%E3%82%BF%E3%82%AB%E3%83%8A&url=search-alias%3Daps&field-keywords=%E3%83%89%E3%83%A9%E3%82%B4%E3%83%B3%E3%83%9C%E3%83%BC%E3%83%AB+%E3%83%95%E3%82%A3%E3%82%AE%E3%83%A5%E3%82%A2&sprefix=%E3%83%89%E3%83%A9%E3%82%B4%E3%83%B3%E3%83%9C%E3%83%BC%E3%83%AB%E3%80%80%2Caps%2C257&crid=WEGOD18PSAMO"
"B07HJD3BYV","フィギュアライズスタンダード ドラゴンボール 超サイヤ人ゴッド超サイヤ人ゴジータ 色分け済みプラモデル","￥ 4,800","https://www.amazon.co.jphttps://www.amazon.co.jp/BANDAI-SPIRITS-%E3%83%90%E3%83%B3%E3%83%80%E3%82%A4-%E3%82%B9%E3%83%94%E3%83%AA%E3%83%83%E3%83%84-%E8%B6%85%E3%82%B5%E3%82%A4%E3%83%A4%E4%BA%BA%E3%82%B4%E3%83%83%E3%83%89%E8%B6%85%E3%82%B5%E3%82%A4%E3%83%A4%E4%BA%BA%E3%82%B4%E3%82%B8%E3%83%BC%E3%82%BF/dp/B07HJD3BYV/ref=sr_1_25/355-2805812-2436840?ie=UTF8&qid=1552485546&sr=8-25&keywords=%E3%83%89%E3%83%A9%E3%82%B4%E3%83%B3%E3%83%9C%E3%83%BC%E3%83%AB+%E3%83%95%E3%82%A3%E3%82%AE%E3%83%A5%E3%82%A2","prime","['https://images-fe.ssl-images-amazon.com/images/I/41xv+GVYlwL._AC_US200_.jpg,1x,,https://images-fe.ssl-images-amazon.com/images/I/41xv+GVYlwL._AC_US300_QL65_.jpg,1.5x,,https://images-fe.ssl-images-amazon.com/images/I/41xv+GVYlwL._AC_US400_QL65_.jpg,2x,,https://images-fe.ssl-images-amazon.com/images/I/41xv+GVYlwL._AC_US500_QL65_.jpg,2.5000x']","https://www.amazon.co.jp/s/ref=nb_sb_ss_i_1_8?__mk_ja_JP=%E3%82%AB%E3%82%BF%E3%82%AB%E3%83%8A&url=search-alias%3Daps&field-keywords=%E3%83%89%E3%83%A9%E3%82%B4%E3%83%B3%E3%83%9C%E3%83%BC%E3%83%AB+%E3%83%95%E3%82%A3%E3%82%AE%E3%83%A5%E3%82%A2&sprefix=%E3%83%89%E3%83%A9%E3%82%B4%E3%83%B3%E3%83%9C%E3%83%BC%E3%83%AB%E3%80%80%2Caps%2C257&crid=WEGOD18PSAMO"
"B076VSX9WF","ドラゴンボール超 Grandista Resolution of Soldiers SUPER SAIYAN ROSE 超サイヤ人ロゼ ゴクウブラック","￥ 4,180","https://www.amazon.co.jphttps://www.amazon.co.jp/%E3%83%89%E3%83%A9%E3%82%B4%E3%83%B3%E3%83%9C%E3%83%BC%E3%83%AB%E8%B6%85-Grandista-Resolution-Soldiers-%E8%B6%85%E3%82%B5%E3%82%A4%E3%83%A4%E4%BA%BA%E3%83%AD%E3%82%BC/dp/B076VSX9WF/ref=sr_1_26/355-2805812-2436840?ie=UTF8&qid=1552485546&sr=8-26&keywords=%E3%83%89%E3%83%A9%E3%82%B4%E3%83%B3%E3%83%9C%E3%83%BC%E3%83%AB+%E3%83%95%E3%82%A3%E3%82%AE%E3%83%A5%E3%82%A2","prime","['https://images-fe.ssl-images-amazon.com/images/I/41D+VsXyszL._AC_US200_.jpg,1x,,https://images-fe.ssl-images-amazon.com/images/I/41D+VsXyszL._AC_US300_QL65_.jpg,1.5x,,https://images-fe.ssl-images-amazon.com/images/I/41D+VsXyszL._AC_US400_QL65_.jpg,2x,,https://images-fe.ssl-images-amazon.com/images/I/41D+VsXyszL._AC_US500_QL65_.jpg,2.5000x']","https://www.amazon.co.jp/s/ref=nb_sb_ss_i_1_8?__mk_ja_JP=%E3%82%AB%E3%82%BF%E3%82%AB%E3%83%8A&url=search-alias%3Daps&field-keywords=%E3%83%89%E3%83%A9%E3%82%B4%E3%83%B3%E3%83%9C%E3%83%BC%E3%83%AB+%E3%83%95%E3%82%A3%E3%82%AE%E3%83%A5%E3%82%A2&sprefix=%E3%83%89%E3%83%A9%E3%82%B4%E3%83%B3%E3%83%9C%E3%83%BC%E3%83%AB%E3%80%80%2Caps%2C257&crid=WEGOD18PSAMO"
"B07GSMFF3W","映画ドラゴンボール超 ULTIMATE SOLDIERS THE MOVIE-Ⅰ ブロリー","￥ 2,335","https://www.amazon.co.jphttps://www.amazon.co.jp/%E6%98%A0%E7%94%BB%E3%83%89%E3%83%A9%E3%82%B4%E3%83%B3%E3%83%9C%E3%83%BC%E3%83%AB%E8%B6%85-ULTIMATE-SOLDIERS-MOVIE-%E2%85%A0-%E3%83%96%E3%83%AD%E3%83%AA%E3%83%BC/dp/B07GSMFF3W/ref=sr_1_27/355-2805812-2436840?ie=UTF8&qid=1552485546&sr=8-27&keywords=%E3%83%89%E3%83%A9%E3%82%B4%E3%83%B3%E3%83%9C%E3%83%BC%E3%83%AB+%E3%83%95%E3%82%A3%E3%82%AE%E3%83%A5%E3%82%A2","prime","['https://images-fe.ssl-images-amazon.com/images/I/41Rcz0lKxxL._AC_US200_.jpg,1x,,https://images-fe.ssl-images-amazon.com/images/I/41Rcz0lKxxL._AC_US300_QL65_.jpg,1.5x,,https://images-fe.ssl-images-amazon.com/images/I/41Rcz0lKxxL._AC_US400_QL65_.jpg,2x,,https://images-fe.ssl-images-amazon.com/images/I/41Rcz0lKxxL._AC_US500_QL65_.jpg,2.5000x']","https://www.amazon.co.jp/s/ref=nb_sb_ss_i_1_8?__mk_ja_JP=%E3%82%AB%E3%82%BF%E3%82%AB%E3%83%8A&url=search-alias%3Daps&field-keywords=%E3%83%89%E3%83%A9%E3%82%B4%E3%83%B3%E3%83%9C%E3%83%BC%E3%83%AB+%E3%83%95%E3%82%A3%E3%82%AE%E3%83%A5%E3%82%A2&sprefix=%E3%83%89%E3%83%A9%E3%82%B4%E3%83%B3%E3%83%9C%E3%83%BC%E3%83%AB%E3%80%80%2Caps%2C257&crid=WEGOD18PSAMO"
"B07L2DXVL5","S.H.フィギュアーツ ドラゴンボール スーパーサイヤ人ゴッドスーパーサイヤ人ゴジータ 約140mm ABS&PVC製 塗装済み可動フィギュア","￥ 7,920","https://www.amazon.co.jphttps://www.amazon.co.jp/S-H-%E3%83%95%E3%82%A3%E3%82%AE%E3%83%A5%E3%82%A2%E3%83%BC%E3%83%84-%E3%83%89%E3%83%A9%E3%82%B4%E3%83%B3%E3%83%9C%E3%83%BC%E3%83%AB-%E3%82%B9%E3%83%BC%E3%83%91%E3%83%BC%E3%82%B5%E3%82%A4%E3%83%A4%E4%BA%BA%E3%82%B4%E3%83%83%E3%83%89%E3%82%B9%E3%83%BC%E3%83%91%E3%83%BC%E3%82%B5%E3%82%A4%E3%83%A4%E4%BA%BA%E3%82%B4%E3%82%B8%E3%83%BC%E3%82%BF-%E7%B4%84140mm-%E5%A1%97%E8%A3%85%E6%B8%88%E3%81%BF%E5%8F%AF%E5%8B%95%E3%83%95%E3%82%A3%E3%82%AE%E3%83%A5%E3%82%A2/dp/B07L2DXVL5/ref=sr_1_28/355-2805812-2436840?ie=UTF8&qid=1552485546&sr=8-28&keywords=%E3%83%89%E3%83%A9%E3%82%B4%E3%83%B3%E3%83%9C%E3%83%BC%E3%83%AB+%E3%83%95%E3%82%A3%E3%82%AE%E3%83%A5%E3%82%A2","prime","['https://images-fe.ssl-images-amazon.com/images/I/41CJtnsAR+L._AC_US200_.jpg,1x,,https://images-fe.ssl-images-amazon.com/images/I/41CJtnsAR+L._AC_US300_QL65_.jpg,1.5x,,https://images-fe.ssl-images-amazon.com/images/I/41CJtnsAR+L._AC_US400_QL65_.jpg,2x,,https://images-fe.ssl-images-amazon.com/images/I/41CJtnsAR+L._AC_US500_QL65_.jpg,2.5000x']","https://www.amazon.co.jp/s/ref=nb_sb_ss_i_1_8?__mk_ja_JP=%E3%82%AB%E3%82%BF%E3%82%AB%E3%83%8A&url=search-alias%3Daps&field-keywords=%E3%83%89%E3%83%A9%E3%82%B4%E3%83%B3%E3%83%9C%E3%83%BC%E3%83%AB+%E3%83%95%E3%82%A3%E3%82%AE%E3%83%A5%E3%82%A2&sprefix=%E3%83%89%E3%83%A9%E3%82%B4%E3%83%B3%E3%83%9C%E3%83%BC%E3%83%AB%E3%80%80%2Caps%2C257&crid=WEGOD18PSAMO"
"B0765PJ16Q","ドラゴンボールZ　Grandista - Resolution of Soldiers - VEGETA　バンプレスト プライズ","￥ 4,900","https://www.amazon.co.jphttps://www.amazon.co.jp/%E3%83%89%E3%83%A9%E3%82%B4%E3%83%B3%E3%83%9C%E3%83%BC%E3%83%ABZ-Grandista-Resolution-Soldiers-VEGETA-%E3%83%90%E3%83%B3%E3%83%97%E3%83%AC%E3%82%B9%E3%83%88-%E3%83%97%E3%83%A9%E3%82%A4%E3%82%BA/dp/B0765PJ16Q/ref=sr_1_29/355-2805812-2436840?ie=UTF8&qid=1552485546&sr=8-29&keywords=%E3%83%89%E3%83%A9%E3%82%B4%E3%83%B3%E3%83%9C%E3%83%BC%E3%83%AB+%E3%83%95%E3%82%A3%E3%82%AE%E3%83%A5%E3%82%A2","prime","['https://images-fe.ssl-images-amazon.com/images/I/41LZo+781WL._AC_US200_.jpg,1x,,https://images-fe.ssl-images-amazon.com/images/I/41LZo+781WL._AC_US300_QL65_.jpg,1.5x,,https://images-fe.ssl-images-amazon.com/images/I/41LZo+781WL._AC_US400_QL65_.jpg,2x,,https://images-fe.ssl-images-amazon.com/images/I/41LZo+781WL._AC_US500_QL65_.jpg,2.5000x']","https://www.amazon.co.jp/s/ref=nb_sb_ss_i_1_8?__mk_ja_JP=%E3%82%AB%E3%82%BF%E3%82%AB%E3%83%8A&url=search-alias%3Daps&field-keywords=%E3%83%89%E3%83%A9%E3%82%B4%E3%83%B3%E3%83%9C%E3%83%BC%E3%83%AB+%E3%83%95%E3%82%A3%E3%82%AE%E3%83%A5%E3%82%A2&sprefix=%E3%83%89%E3%83%A9%E3%82%B4%E3%83%B3%E3%83%9C%E3%83%BC%E3%83%AB%E3%80%80%2Caps%2C257&crid=WEGOD18PSAMO"
"B079FKYBSX","一番くじ ドラゴンボール ～超戦士バトル列伝～　A賞 孫悟空 フィギュア 全１種","￥ 3,599","https://www.amazon.co.jphttps://www.amazon.co.jp/%E4%B8%80%E7%95%AA%E3%81%8F%E3%81%98-%E3%83%89%E3%83%A9%E3%82%B4%E3%83%B3%E3%83%9C%E3%83%BC%E3%83%AB-%EF%BD%9E%E8%B6%85%E6%88%A6%E5%A3%AB%E3%83%90%E3%83%88%E3%83%AB%E5%88%97%E4%BC%9D%EF%BD%9E-A%E8%B3%9E-%E5%AD%AB%E6%82%9F%E7%A9%BA-%E3%83%95%E3%82%A3%E3%82%AE%E3%83%A5%E3%82%A2/dp/B079FKYBSX/ref=sr_1_30/355-2805812-2436840?ie=UTF8&qid=1552485546&sr=8-30&keywords=%E3%83%89%E3%83%A9%E3%82%B4%E3%83%B3%E3%83%9C%E3%83%BC%E3%83%AB+%E3%83%95%E3%82%A3%E3%82%AE%E3%83%A5%E3%82%A2","prime","['https://images-fe.ssl-images-amazon.com/images/I/41btogXNtzL._AC_US200_.jpg,1x,,https://images-fe.ssl-images-amazon.com/images/I/41btogXNtzL._AC_US300_QL65_.jpg,1.5x,,https://images-fe.ssl-images-amazon.com/images/I/41btogXNtzL._AC_US400_QL65_.jpg,2x,,https://images-fe.ssl-images-amazon.com/images/I/41btogXNtzL._AC_US500_QL65_.jpg,2.5000x']","https://www.amazon.co.jp/s/ref=nb_sb_ss_i_1_8?__mk_ja_JP=%E3%82%AB%E3%82%BF%E3%82%AB%E3%83%8A&url=search-alias%3Daps&field-keywords=%E3%83%89%E3%83%A9%E3%82%B4%E3%83%B3%E3%83%9C%E3%83%BC%E3%83%AB+%E3%83%95%E3%82%A3%E3%82%AE%E3%83%A5%E3%82%A2&sprefix=%E3%83%89%E3%83%A9%E3%82%B4%E3%83%B3%E3%83%9C%E3%83%BC%E3%83%AB%E3%80%80%2Caps%2C257&crid=WEGOD18PSAMO"
"B07CJX7ZXV","ドラゴンボール超 Grandista Resolution of Soldiers SON GOKOU#3 孫悟空 身勝手の極意　通常カラー単品　28㎝！","￥ 2,975","https://www.amazon.co.jphttps://www.amazon.co.jp/%E3%83%89%E3%83%A9%E3%82%B4%E3%83%B3%E3%83%9C%E3%83%BC%E3%83%AB%E8%B6%85-Grandista-Resolution-Soldiers-%E8%BA%AB%E5%8B%9D%E6%89%8B%E3%81%AE%E6%A5%B5%E6%84%8F-%E9%80%9A%E5%B8%B8%E3%82%AB%E3%83%A9%E3%83%BC%E5%8D%98%E5%93%81-28%E3%8E%9D%EF%BC%81/dp/B07CJX7ZXV/ref=sr_1_31/355-2805812-2436840?ie=UTF8&qid=1552485546&sr=8-31&keywords=%E3%83%89%E3%83%A9%E3%82%B4%E3%83%B3%E3%83%9C%E3%83%BC%E3%83%AB+%E3%83%95%E3%82%A3%E3%82%AE%E3%83%A5%E3%82%A2","prime","['https://images-fe.ssl-images-amazon.com/images/I/41NdlRFEKvL._AC_US200_.jpg,1x,,https://images-fe.ssl-images-amazon.com/images/I/41NdlRFEKvL._AC_US300_QL65_.jpg,1.5x,,https://images-fe.ssl-images-amazon.com/images/I/41NdlRFEKvL._AC_US400_QL65_.jpg,2x,,https://images-fe.ssl-images-amazon.com/images/I/41NdlRFEKvL._AC_US500_QL65_.jpg,2.5000x']","https://www.amazon.co.jp/s/ref=nb_sb_ss_i_1_8?__mk_ja_JP=%E3%82%AB%E3%82%BF%E3%82%AB%E3%83%8A&url=search-alias%3Daps&field-keywords=%E3%83%89%E3%83%A9%E3%82%B4%E3%83%B3%E3%83%9C%E3%83%BC%E3%83%AB+%E3%83%95%E3%82%A3%E3%82%AE%E3%83%A5%E3%82%A2&sprefix=%E3%83%89%E3%83%A9%E3%82%B4%E3%83%B3%E3%83%9C%E3%83%BC%E3%83%AB%E3%80%80%2Caps%2C257&crid=WEGOD18PSAMO"
"B07B453X1V","S.H.フィギュアーツ ドラゴンボール 魔人ブウ ‐善‐ 約180mm ABS&PVC製 塗装済み可動フィギュア","￥ 9,000","https://www.amazon.co.jphttps://www.amazon.co.jp/S-H-%E3%83%95%E3%82%A3%E3%82%AE%E3%83%A5%E3%82%A2%E3%83%BC%E3%83%84-%E3%83%89%E3%83%A9%E3%82%B4%E3%83%B3%E3%83%9C%E3%83%BC%E3%83%AB-%E9%AD%94%E4%BA%BA%E3%83%96%E3%82%A6-%E7%B4%84180mm-%E5%A1%97%E8%A3%85%E6%B8%88%E3%81%BF%E5%8F%AF%E5%8B%95%E3%83%95%E3%82%A3%E3%82%AE%E3%83%A5%E3%82%A2/dp/B07B453X1V/ref=sr_1_32/355-2805812-2436840?ie=UTF8&qid=1552485546&sr=8-32&keywords=%E3%83%89%E3%83%A9%E3%82%B4%E3%83%B3%E3%83%9C%E3%83%BC%E3%83%AB+%E3%83%95%E3%82%A3%E3%82%AE%E3%83%A5%E3%82%A2","prime","['https://images-fe.ssl-images-amazon.com/images/I/41V3rwrEDsL._AC_US200_.jpg,1x,,https://images-fe.ssl-images-amazon.com/images/I/41V3rwrEDsL._AC_US300_QL65_.jpg,1.5x,,https://images-fe.ssl-images-amazon.com/images/I/41V3rwrEDsL._AC_US400_QL65_.jpg,2x,,https://images-fe.ssl-images-amazon.com/images/I/41V3rwrEDsL._AC_US500_QL65_.jpg,2.5000x']","https://www.amazon.co.jp/s/ref=nb_sb_ss_i_1_8?__mk_ja_JP=%E3%82%AB%E3%82%BF%E3%82%AB%E3%83%8A&url=search-alias%3Daps&field-keywords=%E3%83%89%E3%83%A9%E3%82%B4%E3%83%B3%E3%83%9C%E3%83%BC%E3%83%AB+%E3%83%95%E3%82%A3%E3%82%AE%E3%83%A5%E3%82%A2&sprefix=%E3%83%89%E3%83%A9%E3%82%B4%E3%83%B3%E3%83%9C%E3%83%BC%E3%83%AB%E3%80%80%2Caps%2C257&crid=WEGOD18PSAMO"
